IP:PORT, LOSS, DELAY
162.159.195.14:8854,0.00%,161 ms
162.159.195.43:1010,0.00%,161 ms
162.159.195.53:939,0.00%,161 ms
162.159.195.82:3854,0.00%,161 ms
162.159.192.85:1701,0.00%,161 ms
162.159.195.114:1014,0.00%,161 ms
162.159.195.2:903,0.00%,161 ms
162.159.195.229:988,0.00%,161 ms
162.159.192.73:1701,0.00%,161 ms
162.159.195.114:1701,0.00%,161 ms
162.159.192.83:1701,0.00%,161 ms
162.159.192.58:1701,0.00%,161 ms
162.159.192.0:7152,0.00%,161 ms
162.159.192.245:1014,0.00%,161 ms
162.159.195.202:1018,0.00%,161 ms
162.159.192.214:1701,0.00%,162 ms
162.159.195.105:1701,0.00%,162 ms
162.159.195.199:1018,0.00%,162 ms
162.159.195.20:8854,0.00%,162 ms
162.159.192.231:2506,0.00%,162 ms
162.159.192.96:942,0.00%,162 ms
162.159.195.223:946,0.00%,162 ms
162.159.195.45:1010,0.00%,162 ms
162.159.192.247:2506,0.00%,162 ms
162.159.195.186:7156,0.00%,162 ms
162.159.195.188:7156,0.00%,162 ms
162.159.192.249:2506,0.00%,162 ms
162.159.192.88:1701,0.00%,162 ms
162.159.195.69:968,0.00%,162 ms
162.159.192.131:1002,0.00%,162 ms
162.159.192.241:1014,0.00%,162 ms
162.159.192.229:2506,0.00%,162 ms
162.159.195.206:7156,0.00%,162 ms
162.159.192.128:903,0.00%,162 ms
162.159.192.129:903,0.00%,162 ms
162.159.195.195:7156,0.00%,162 ms
162.159.195.117:1014,0.00%,162 ms
162.159.195.161:955,0.00%,162 ms
162.159.192.123:1014,0.00%,162 ms
162.159.195.226:988,0.00%,162 ms
162.159.195.58:1180,0.00%,162 ms
162.159.192.111:903,0.00%,162 ms
162.159.195.26:8854,0.00%,162 ms
162.159.195.33:939,0.00%,162 ms
162.159.192.70:4198,0.00%,162 ms
162.159.195.113:1701,0.00%,162 ms
162.159.195.187:7156,0.00%,162 ms
162.159.195.115:1014,0.00%,162 ms
162.159.195.55:968,0.00%,162 ms
162.159.192.140:854,0.00%,162 ms
162.159.195.118:1701,0.00%,162 ms
162.159.192.62:4198,0.00%,162 ms
162.159.195.197:7156,0.00%,162 ms
162.159.192.169:880,0.00%,162 ms
162.159.195.68:1180,0.00%,162 ms
162.159.195.80:3854,0.00%,162 ms
162.159.192.42:7103,0.00%,162 ms
162.159.195.26:1387,0.00%,162 ms
162.159.195.71:1180,0.00%,162 ms
162.159.195.105:1014,0.00%,162 ms
162.159.192.61:4198,0.00%,162 ms
162.159.195.9:1387,0.00%,162 ms
162.159.195.85:3854,0.00%,162 ms
162.159.192.57:4198,0.00%,162 ms
162.159.192.178:942,0.00%,162 ms
162.159.192.36:7152,0.00%,162 ms
162.159.195.221:988,0.00%,162 ms
162.159.192.236:1014,0.00%,162 ms
162.159.192.11:7152,0.00%,162 ms
162.159.192.118:903,0.00%,162 ms
162.159.195.53:1010,0.00%,162 ms
162.159.195.109:1701,0.00%,162 ms
162.159.192.143:854,0.00%,162 ms
162.159.195.249:988,0.00%,162 ms
162.159.192.248:2506,0.00%,162 ms
162.159.192.179:942,0.00%,162 ms
162.159.192.101:942,0.00%,162 ms
162.159.195.228:946,0.00%,162 ms
162.159.195.102:3854,0.00%,162 ms
162.159.195.19:8854,0.00%,162 ms
162.159.192.249:1014,0.00%,162 ms
162.159.192.167:880,0.00%,162 ms
162.159.195.87:1074,0.00%,162 ms
162.159.195.65:968,0.00%,162 ms
162.159.195.183:1018,0.00%,162 ms
162.159.195.82:1074,0.00%,162 ms
162.159.192.118:1014,0.00%,162 ms
162.159.195.140:891,0.00%,162 ms
162.159.192.126:1014,0.00%,162 ms
162.159.192.221:3581,0.00%,162 ms
162.159.195.180:4177,0.00%,162 ms
162.159.192.0:7103,0.00%,162 ms
162.159.195.118:1014,0.00%,162 ms
162.159.192.198:1701,0.00%,162 ms
162.159.192.254:2506,0.00%,162 ms
162.159.195.89:3854,0.00%,162 ms
162.159.195.197:1018,0.00%,162 ms
162.159.195.43:939,0.00%,162 ms
162.159.195.3:903,0.00%,162 ms
162.159.195.1:854,0.00%,162 ms
162.159.192.145:854,0.00%,162 ms
162.159.192.90:4198,0.00%,162 ms
162.159.195.166:955,0.00%,162 ms
162.159.192.31:7152,0.00%,162 ms
162.159.192.66:4198,0.00%,163 ms
162.159.192.104:942,0.00%,163 ms
162.159.195.104:1701,0.00%,163 ms
162.159.192.219:1701,0.00%,163 ms
162.159.192.231:1014,0.00%,163 ms
162.159.192.209:928,0.00%,163 ms
162.159.192.206:1701,0.00%,163 ms
162.159.192.208:928,0.00%,163 ms
162.159.195.28:1387,0.00%,163 ms
162.159.195.42:1010,0.00%,163 ms
162.159.195.170:4177,0.00%,163 ms
162.159.195.252:2506,0.00%,163 ms
162.159.192.22:7103,0.00%,163 ms
162.159.195.249:2506,0.00%,163 ms
162.159.195.87:3854,0.00%,163 ms
162.159.195.240:988,0.00%,163 ms
162.159.192.12:7152,0.00%,163 ms
162.159.192.193:4177,0.00%,163 ms
162.159.192.173:880,0.00%,163 ms
162.159.192.50:7103,0.00%,163 ms
162.159.192.202:928,0.00%,163 ms
162.159.192.39:7152,0.00%,163 ms
162.159.192.41:7152,0.00%,163 ms
162.159.195.45:939,0.00%,163 ms
162.159.192.159:1002,0.00%,163 ms
162.159.192.26:7152,0.00%,163 ms
162.159.195.184:1018,0.00%,163 ms
162.159.195.248:2506,0.00%,163 ms
162.159.195.135:908,0.00%,163 ms
162.159.195.178:955,0.00%,163 ms
162.159.192.186:4177,0.00%,163 ms
162.159.192.35:7152,0.00%,163 ms
162.159.192.210:928,0.00%,163 ms
162.159.192.163:1387,0.00%,163 ms
162.159.192.191:942,0.00%,163 ms
162.159.192.52:1701,0.00%,163 ms
162.159.192.156:854,0.00%,164 ms
162.159.192.42:7152,0.00%,165 ms
162.159.192.44:7152,0.00%,165 ms
162.159.192.51:1701,0.00%,166 ms
162.159.195.193:7156,0.00%,166 ms
162.159.195.246:988,0.00%,167 ms
162.159.195.134:908,0.00%,167 ms
162.159.195.250:988,0.00%,167 ms
162.159.195.193:1018,0.00%,167 ms
162.159.192.98:2408,0.00%,167 ms
162.159.192.37:7152,0.00%,167 ms
162.159.195.131:908,0.00%,168 ms
162.159.192.20:7152,0.00%,168 ms
162.159.195.211:946,0.00%,168 ms
162.159.192.207:1701,0.00%,168 ms
162.159.192.201:928,0.00%,168 ms
162.159.192.240:2506,0.00%,168 ms
162.159.195.218:946,0.00%,168 ms
162.159.195.74:3854,0.00%,168 ms
162.159.195.250:2506,0.00%,168 ms
162.159.192.201:1701,0.00%,169 ms
162.159.192.251:1014,0.00%,169 ms
162.159.192.81:4198,0.00%,169 ms
162.159.192.166:880,0.00%,169 ms
162.159.195.167:4177,0.00%,169 ms
162.159.192.59:4198,0.00%,169 ms
162.159.195.179:955,0.00%,169 ms
162.159.195.74:1074,0.00%,169 ms
162.159.192.228:2506,0.00%,169 ms
162.159.192.166:1387,0.00%,170 ms
162.159.195.35:939,0.00%,170 ms
162.159.195.35:1010,0.00%,170 ms
162.159.192.240:1014,0.00%,170 ms
162.159.195.134:891,0.00%,170 ms
162.159.192.164:880,0.00%,170 ms
162.159.192.127:903,0.00%,170 ms
162.159.192.37:7103,0.00%,170 ms
162.159.192.67:4198,0.00%,170 ms
162.159.192.109:903,0.00%,170 ms
162.159.195.167:955,0.00%,170 ms
162.159.195.10:8854,0.00%,170 ms
162.159.192.20:7103,0.00%,170 ms
162.159.195.61:1180,0.00%,171 ms
162.159.192.224:3581,0.00%,171 ms
162.159.195.11:1387,0.00%,171 ms
162.159.195.248:988,0.00%,171 ms
162.159.195.160:955,0.00%,171 ms
162.159.192.105:942,0.00%,171 ms
162.159.192.67:1701,0.00%,171 ms
162.159.192.81:1701,0.00%,171 ms
162.159.195.211:988,0.00%,171 ms
162.159.195.57:968,0.00%,171 ms
162.159.195.98:1074,0.00%,171 ms
162.159.195.157:955,0.00%,172 ms
162.159.192.29:7103,0.00%,172 ms
162.159.192.107:2408,0.00%,172 ms
162.159.192.89:4198,0.00%,172 ms
162.159.195.59:1180,0.00%,172 ms
162.159.192.130:903,0.00%,172 ms
162.159.192.47:7152,0.00%,172 ms
162.159.195.34:1010,0.00%,173 ms
162.159.195.91:3854,0.00%,173 ms
162.159.195.160:4177,0.00%,173 ms
162.159.195.4:903,0.00%,173 ms
162.159.195.194:7156,0.00%,174 ms
162.159.192.63:1701,0.00%,174 ms
162.159.192.149:1002,0.00%,174 ms
162.159.192.140:1002,0.00%,174 ms
162.159.192.68:1701,0.00%,174 ms
162.159.195.93:1074,0.00%,174 ms
162.159.195.204:1018,0.00%,174 ms
162.159.195.84:3854,0.00%,175 ms
162.159.192.203:1701,0.00%,175 ms
188.114.99.244:7103,0.00%,175 ms
188.114.96.65:3138,0.00%,175 ms
188.114.97.74:894,0.00%,175 ms
188.114.98.249:3138,0.00%,175 ms
188.114.98.211:1387,0.00%,175 ms
188.114.98.184:854,0.00%,175 ms
188.114.99.106:878,0.00%,175 ms
162.159.195.222:946,0.00%,176 ms
188.114.96.132:5956,0.00%,176 ms
188.114.98.160:4177,0.00%,176 ms
162.159.192.206:928,0.00%,176 ms
162.159.192.123:903,0.00%,176 ms
188.114.97.159:2371,0.00%,176 ms
188.114.98.209:1387,0.00%,176 ms
162.159.195.253:2506,0.00%,176 ms
188.114.96.110:3476,0.00%,176 ms
188.114.97.54:2371,0.00%,176 ms
188.114.97.36:3138,0.00%,176 ms
162.159.195.178:4177,0.00%,176 ms
162.159.195.31:1010,0.00%,176 ms
188.114.98.36:1387,0.00%,176 ms
188.114.98.20:7152,0.00%,176 ms
188.114.97.66:1074,0.00%,176 ms
162.159.192.210:1701,0.00%,176 ms
162.159.192.181:942,0.00%,176 ms
188.114.97.219:908,0.00%,176 ms
188.114.99.191:500,0.00%,176 ms
188.114.98.10:1018,0.00%,176 ms
188.114.96.77:3138,0.00%,177 ms
188.114.98.119:1387,0.00%,177 ms
162.159.195.221:946,0.00%,177 ms
188.114.99.118:878,0.00%,177 ms
188.114.96.170:4177,0.00%,177 ms
188.114.97.111:8742,0.00%,177 ms
188.114.98.253:3138,0.00%,177 ms
188.114.99.194:500,0.00%,177 ms
188.114.99.216:968,0.00%,177 ms
188.114.97.102:1070,0.00%,177 ms
188.114.99.105:1002,0.00%,177 ms
188.114.97.18:2371,0.00%,177 ms
188.114.97.117:1387,0.00%,177 ms
188.114.97.223:908,0.00%,178 ms
188.114.96.218:7156,0.00%,178 ms
188.114.97.251:1180,0.00%,178 ms
188.114.96.202:8886,0.00%,178 ms
188.114.97.109:8742,0.00%,178 ms
188.114.96.154:7103,0.00%,178 ms
188.114.98.231:8319,0.00%,178 ms
188.114.98.56:1701,0.00%,178 ms
188.114.99.112:1002,0.00%,178 ms
188.114.99.56:8742,0.00%,178 ms
188.114.99.5:3138,0.00%,178 ms
188.114.97.200:5279,0.00%,178 ms
188.114.96.251:3854,0.00%,178 ms
188.114.99.216:7156,0.00%,178 ms
188.114.99.187:7152,0.00%,178 ms
188.114.97.84:894,0.00%,178 ms
188.114.99.202:968,0.00%,178 ms
188.114.96.22:943,0.00%,178 ms
188.114.96.227:7156,0.00%,178 ms
188.114.97.36:3854,0.00%,178 ms
188.114.98.218:3581,0.00%,178 ms
188.114.99.249:4233,0.00%,178 ms
188.114.98.108:1387,0.00%,178 ms
188.114.99.115:878,0.00%,178 ms
188.114.97.60:2371,0.00%,178 ms
188.114.98.162:4177,0.00%,178 ms
188.114.96.142:8742,0.00%,178 ms
188.114.99.51:8742,0.00%,178 ms
188.114.99.161:859,0.00%,178 ms
188.114.96.164:7103,0.00%,178 ms
188.114.98.44:1387,0.00%,178 ms
188.114.96.52:7156,0.00%,178 ms
188.114.96.203:2506,0.00%,178 ms
188.114.97.190:854,0.00%,178 ms
188.114.99.247:4233,0.00%,178 ms
188.114.98.187:854,0.00%,178 ms
188.114.99.246:4233,0.00%,178 ms
188.114.98.149:987,0.00%,178 ms
188.114.97.192:955,0.00%,178 ms
188.114.97.186:7281,0.00%,178 ms
188.114.99.158:859,0.00%,178 ms
188.114.97.139:4233,0.00%,178 ms
188.114.99.218:880,0.00%,178 ms
188.114.96.116:3476,0.00%,178 ms
188.114.98.72:1701,0.00%,178 ms
188.114.99.160:987,0.00%,178 ms
188.114.99.151:859,0.00%,178 ms
188.114.96.120:5956,0.00%,178 ms
188.114.97.208:5279,0.00%,178 ms
188.114.98.49:500,0.00%,178 ms
188.114.99.158:987,0.00%,178 ms
188.114.98.14:1018,0.00%,178 ms
188.114.96.160:7103,0.00%,178 ms
188.114.99.68:7559,0.00%,178 ms
188.114.99.152:859,0.00%,178 ms
188.114.99.114:878,0.00%,178 ms
188.114.97.224:908,0.00%,178 ms
188.114.96.104:8742,0.00%,178 ms
188.114.98.120:1387,0.00%,178 ms
188.114.99.17:946,0.00%,178 ms
162.159.192.156:1002,0.00%,178 ms
188.114.97.80:4198,0.00%,178 ms
188.114.99.12:3476,0.00%,178 ms
188.114.98.253:903,0.00%,178 ms
188.114.97.71:2371,0.00%,178 ms
188.114.96.226:864,0.00%,178 ms
188.114.98.164:987,0.00%,178 ms
188.114.97.149:880,0.00%,178 ms
188.114.96.201:8886,0.00%,178 ms
188.114.98.63:3581,0.00%,178 ms
188.114.96.16:943,0.00%,178 ms
188.114.99.176:7152,0.00%,178 ms
188.114.98.79:8886,0.00%,178 ms
188.114.98.14:7152,0.00%,178 ms
162.159.192.253:2506,0.00%,178 ms
188.114.97.113:934,0.00%,178 ms
188.114.99.253:7103,0.00%,178 ms
188.114.99.247:7103,0.00%,178 ms
188.114.96.136:7103,0.00%,178 ms
188.114.98.33:1387,0.00%,178 ms
188.114.96.126:945,0.00%,178 ms
188.114.96.75:5956,0.00%,178 ms
188.114.98.177:2506,0.00%,178 ms
188.114.99.147:859,0.00%,178 ms
188.114.96.60:3138,0.00%,178 ms
188.114.98.132:7103,0.00%,178 ms
188.114.96.69:3138,0.00%,178 ms
188.114.99.56:943,0.00%,178 ms
188.114.99.10:3476,0.00%,178 ms
188.114.96.100:8742,0.00%,178 ms
188.114.99.219:1010,0.00%,178 ms
188.114.97.124:1387,0.00%,178 ms
188.114.99.12:946,0.00%,178 ms
188.114.96.133:7103,0.00%,178 ms
188.114.99.232:880,0.00%,178 ms
188.114.99.68:2506,0.00%,178 ms
188.114.98.101:1843,0.00%,178 ms
188.114.97.223:1070,0.00%,178 ms
188.114.98.231:1014,0.00%,178 ms
188.114.98.162:987,0.00%,178 ms
188.114.96.35:934,0.00%,178 ms
188.114.97.220:1070,0.00%,179 ms
188.114.98.244:903,0.00%,179 ms
188.114.99.251:7103,0.00%,179 ms
188.114.99.157:987,0.00%,179 ms
188.114.97.224:1070,0.00%,179 ms
188.114.97.113:1387,0.00%,179 ms
188.114.96.161:8854,0.00%,179 ms
188.114.97.92:4198,0.00%,179 ms
188.114.97.61:2371,0.00%,179 ms
188.114.96.27:934,0.00%,179 ms
188.114.97.236:908,0.00%,179 ms
188.114.99.69:7559,0.00%,179 ms
188.114.96.156:7103,0.00%,179 ms
188.114.98.80:8886,0.00%,179 ms
188.114.98.80:500,0.00%,179 ms
188.114.99.77:2506,0.00%,179 ms
188.114.99.57:7559,0.00%,179 ms
188.114.99.139:864,0.00%,179 ms
188.114.98.172:854,0.00%,179 ms
188.114.99.203:7156,0.00%,179 ms
162.159.192.94:2408,0.00%,179 ms
188.114.97.81:4198,0.00%,179 ms
188.114.96.51:7156,0.00%,179 ms
188.114.99.24:946,0.00%,179 ms
188.114.98.187:2506,0.00%,179 ms
188.114.99.235:880,0.00%,179 ms
162.159.195.68:968,0.00%,179 ms
188.114.99.64:2506,0.00%,179 ms
188.114.97.87:4198,0.00%,179 ms
188.114.97.211:5279,0.00%,179 ms
188.114.97.84:4198,0.00%,179 ms
188.114.96.96:3476,0.00%,179 ms
188.114.98.233:8319,0.00%,179 ms
188.114.98.140:7103,0.00%,179 ms
188.114.96.238:7156,0.00%,179 ms
188.114.96.118:3476,0.00%,179 ms
188.114.96.125:5956,0.00%,179 ms
188.114.98.56:3581,0.00%,179 ms
188.114.97.27:2371,0.00%,179 ms
188.114.98.193:2506,0.00%,179 ms
188.114.97.80:894,0.00%,179 ms
162.159.192.173:1387,0.00%,179 ms
188.114.97.66:2371,0.00%,179 ms
188.114.96.84:4500,0.00%,179 ms
162.159.195.165:4177,0.00%,179 ms
188.114.99.59:7559,0.00%,179 ms
188.114.96.25:943,0.00%,179 ms
188.114.98.139:7103,0.00%,179 ms
188.114.99.24:3476,0.00%,179 ms
188.114.98.232:1014,0.00%,179 ms
188.114.97.158:1010,0.00%,179 ms
188.114.98.189:2506,0.00%,179 ms
188.114.99.145:1701,0.00%,179 ms
188.114.96.166:8854,0.00%,179 ms
188.114.97.209:5279,0.00%,179 ms
162.159.192.132:1002,0.00%,179 ms
188.114.97.23:2371,0.00%,179 ms
162.159.192.200:928,0.00%,179 ms
188.114.97.51:2371,0.00%,179 ms
188.114.98.237:1014,0.00%,179 ms
188.114.97.197:5279,0.00%,179 ms
188.114.99.251:4233,0.00%,179 ms
188.114.97.171:854,0.00%,179 ms
188.114.96.16:934,0.00%,179 ms
162.159.192.169:1387,0.00%,180 ms
188.114.97.214:955,0.00%,180 ms
188.114.97.159:1010,0.00%,180 ms
188.114.99.246:7103,0.00%,180 ms
188.114.96.182:4177,0.00%,180 ms
188.114.97.92:894,0.00%,180 ms
188.114.99.190:500,0.00%,180 ms
188.114.98.43:500,0.00%,180 ms
188.114.97.241:1074,0.00%,180 ms
188.114.97.214:5279,0.00%,180 ms
162.159.195.177:955,0.00%,180 ms
162.159.195.229:946,0.00%,180 ms
188.114.96.45:1387,0.00%,180 ms
188.114.98.127:7103,0.00%,180 ms
188.114.97.114:934,0.00%,180 ms
162.159.192.108:942,0.00%,180 ms
188.114.98.175:2506,0.00%,180 ms
188.114.96.198:2506,0.00%,180 ms
188.114.96.89:4500,0.00%,180 ms
188.114.97.145:4233,0.00%,180 ms
188.114.96.34:934,0.00%,180 ms
188.114.99.111:1002,0.00%,180 ms
188.114.97.18:864,0.00%,180 ms
188.114.97.191:955,0.00%,180 ms
188.114.98.183:2506,0.00%,180 ms
188.114.98.242:903,0.00%,180 ms
188.114.98.104:1387,0.00%,180 ms
188.114.99.254:7103,0.00%,180 ms
188.114.96.173:4177,0.00%,180 ms
188.114.96.187:4177,0.00%,180 ms
162.159.192.91:2408,0.00%,180 ms
188.114.99.231:880,0.00%,180 ms
188.114.98.220:8319,0.00%,180 ms
188.114.99.241:1010,0.00%,180 ms
188.114.97.83:4198,0.00%,180 ms
188.114.97.145:880,0.00%,180 ms
188.114.96.125:945,0.00%,180 ms
188.114.99.41:943,0.00%,180 ms
188.114.98.200:1387,0.00%,180 ms
188.114.96.90:4500,0.00%,180 ms
188.114.99.167:987,0.00%,180 ms
188.114.98.94:8886,0.00%,180 ms
188.114.99.25:3476,0.00%,180 ms
188.114.99.73:7559,0.00%,180 ms
188.114.97.127:1387,0.00%,180 ms
188.114.97.7:2371,0.00%,180 ms
188.114.96.233:7156,0.00%,180 ms
188.114.98.40:1387,0.00%,180 ms
188.114.98.105:1387,0.00%,180 ms
188.114.98.192:2506,0.00%,180 ms
188.114.98.210:3581,0.00%,180 ms
188.114.97.85:4198,0.00%,180 ms
188.114.98.225:8319,0.00%,180 ms
188.114.99.196:968,0.00%,180 ms
188.114.99.196:7156,0.00%,180 ms
188.114.99.194:7152,0.00%,180 ms
188.114.98.204:3581,0.00%,180 ms
188.114.99.88:903,0.00%,180 ms
188.114.98.59:3581,0.00%,180 ms
188.114.99.169:859,0.00%,180 ms
188.114.97.134:880,0.00%,180 ms
188.114.99.53:943,0.00%,180 ms
188.114.96.137:8742,0.00%,180 ms
188.114.96.137:7103,0.00%,180 ms
188.114.97.254:1180,0.00%,180 ms
188.114.96.63:5956,0.00%,180 ms
188.114.99.107:878,0.00%,180 ms
188.114.97.152:880,0.00%,180 ms
188.114.98.117:1387,0.00%,180 ms
188.114.97.116:1387,0.00%,180 ms
188.114.98.177:854,0.00%,180 ms
188.114.99.84:1843,0.00%,180 ms
188.114.99.52:8742,0.00%,181 ms
188.114.96.96:8742,0.00%,181 ms
188.114.98.68:3581,0.00%,181 ms
188.114.99.198:7156,0.00%,181 ms
188.114.99.197:968,0.00%,181 ms
188.114.98.69:3581,0.00%,181 ms
188.114.96.75:3138,0.00%,181 ms
188.114.98.118:1843,0.00%,181 ms
188.114.98.120:1843,0.00%,181 ms
188.114.96.45:7156,0.00%,181 ms
188.114.96.186:4177,0.00%,181 ms
188.114.96.191:1010,0.00%,181 ms
188.114.96.83:1843,0.00%,181 ms
188.114.99.235:1010,0.00%,181 ms
188.114.97.235:1070,0.00%,181 ms
188.114.98.238:8319,0.00%,181 ms
188.114.97.98:1070,0.00%,181 ms
188.114.98.19:7152,0.00%,181 ms
188.114.99.187:500,0.00%,181 ms
188.114.99.86:1843,0.00%,181 ms
188.114.99.18:3476,0.00%,181 ms
188.114.97.64:1074,0.00%,181 ms
188.114.98.61:3581,0.00%,181 ms
188.114.98.95:8886,0.00%,181 ms
188.114.96.6:988,0.00%,181 ms
188.114.97.129:1387,0.00%,181 ms
188.114.96.88:4500,0.00%,181 ms
188.114.98.8:1018,0.00%,181 ms
188.114.99.199:7156,0.00%,181 ms
188.114.99.46:943,0.00%,181 ms
188.114.98.208:1387,0.00%,181 ms
188.114.98.8:7152,0.00%,181 ms
188.114.97.50:3854,0.00%,181 ms
188.114.99.179:500,0.00%,181 ms
188.114.98.160:987,0.00%,181 ms
188.114.96.126:5956,0.00%,181 ms
188.114.96.39:934,0.00%,181 ms
188.114.97.55:1074,0.00%,181 ms
188.114.98.121:7103,0.00%,181 ms
188.114.98.72:3581,0.00%,181 ms
188.114.98.65:1701,0.00%,181 ms
188.114.97.10:864,0.00%,181 ms
188.114.98.188:854,0.00%,181 ms
188.114.96.243:2371,0.00%,181 ms
188.114.98.133:7156,0.00%,181 ms
188.114.99.35:943,0.00%,181 ms
188.114.99.237:880,0.00%,181 ms
188.114.98.108:1843,0.00%,181 ms
188.114.97.7:3854,0.00%,181 ms
188.114.99.219:880,0.00%,181 ms
188.114.98.225:1014,0.00%,181 ms
188.114.98.218:1387,0.00%,181 ms
188.114.99.148:859,0.00%,181 ms
188.114.98.28:500,0.00%,181 ms
188.114.97.180:854,0.00%,181 ms
188.114.97.166:1010,0.00%,181 ms
188.114.96.35:943,0.00%,181 ms
188.114.97.85:894,0.00%,181 ms
188.114.99.23:946,0.00%,181 ms
188.114.97.211:955,0.00%,181 ms
188.114.97.198:5279,0.00%,181 ms
188.114.98.10:7152,0.00%,181 ms
188.114.96.62:5956,0.00%,181 ms
188.114.98.250:3138,0.00%,181 ms
188.114.98.51:1387,0.00%,181 ms
188.114.98.28:1387,0.00%,181 ms
188.114.97.83:894,0.00%,181 ms
188.114.98.75:8886,0.00%,181 ms
188.114.98.146:7156,0.00%,181 ms
188.114.97.153:1010,0.00%,181 ms
188.114.96.6:2506,0.00%,181 ms
188.114.99.19:946,0.00%,181 ms
188.114.96.156:8742,0.00%,181 ms
188.114.99.83:1843,0.00%,181 ms
188.114.96.77:5956,0.00%,181 ms
188.114.99.42:943,0.00%,181 ms
188.114.96.57:3138,0.00%,181 ms
188.114.97.201:5279,0.00%,181 ms
188.114.99.204:968,0.00%,181 ms
188.114.99.8:903,0.00%,181 ms
188.114.99.42:8742,0.00%,181 ms
188.114.97.138:880,0.00%,181 ms
188.114.98.97:8886,0.00%,181 ms
188.114.97.64:2371,0.00%,181 ms
188.114.99.33:3476,0.00%,181 ms
188.114.96.223:7156,0.00%,181 ms
188.114.96.253:2371,0.00%,181 ms
188.114.96.15:943,0.00%,181 ms
188.114.98.147:4177,0.00%,181 ms
188.114.96.43:934,0.00%,181 ms
188.114.97.166:2371,0.00%,181 ms
188.114.99.175:7152,0.00%,181 ms
188.114.96.253:3854,0.00%,181 ms
188.114.99.155:859,0.00%,181 ms
188.114.96.34:943,0.00%,181 ms
188.114.96.196:8886,0.00%,181 ms
188.114.99.110:878,0.00%,181 ms
188.114.99.155:987,0.00%,181 ms
162.159.192.235:1014,0.00%,181 ms
188.114.99.116:1002,0.00%,181 ms
188.114.97.127:934,0.00%,181 ms
188.114.98.90:500,0.00%,181 ms
188.114.97.167:2371,0.00%,181 ms
188.114.96.30:934,0.00%,181 ms
188.114.97.122:934,0.00%,181 ms
188.114.96.231:7156,0.00%,181 ms
188.114.97.89:894,0.00%,181 ms
188.114.99.94:1843,0.00%,181 ms
188.114.97.197:955,0.00%,181 ms
188.114.98.219:3581,0.00%,181 ms
188.114.99.78:7559,0.00%,181 ms
188.114.99.113:1002,0.00%,181 ms
188.114.97.58:2371,0.00%,181 ms
188.114.99.101:903,0.00%,181 ms
188.114.96.15:934,0.00%,181 ms
188.114.98.132:7156,0.00%,181 ms
188.114.98.234:8319,0.00%,181 ms
188.114.96.93:1843,0.00%,181 ms
188.114.97.54:1074,0.00%,181 ms
188.114.96.255:3854,0.00%,181 ms
188.114.97.99:8742,0.00%,181 ms
188.114.97.242:1180,0.00%,181 ms
188.114.98.193:854,0.00%,181 ms
188.114.97.149:4233,0.00%,181 ms
188.114.98.169:4177,0.00%,181 ms
188.114.97.199:955,0.00%,181 ms
188.114.96.141:8742,0.00%,181 ms
188.114.99.232:1010,0.00%,181 ms
188.114.98.59:1701,0.00%,181 ms
188.114.96.90:1843,0.00%,181 ms
188.114.99.217:968,0.00%,181 ms
188.114.98.215:3581,0.00%,181 ms
188.114.99.245:4233,0.00%,182 ms
188.114.96.91:4500,0.00%,182 ms
188.114.97.136:4233,0.00%,182 ms
188.114.97.221:1070,0.00%,182 ms
188.114.98.91:8886,0.00%,182 ms
188.114.99.22:946,0.00%,182 ms
188.114.99.5:903,0.00%,182 ms
188.114.97.110:1070,0.00%,182 ms
188.114.99.148:987,0.00%,182 ms
188.114.98.210:1387,0.00%,182 ms
188.114.98.51:500,0.00%,182 ms
188.114.99.53:8742,0.00%,182 ms
188.114.98.172:2506,0.00%,182 ms
188.114.99.154:987,0.00%,182 ms
188.114.98.145:7156,0.00%,182 ms
188.114.99.143:864,0.00%,182 ms
188.114.99.72:7559,0.00%,182 ms
188.114.96.46:7156,0.00%,182 ms
188.114.96.71:3138,0.00%,182 ms
188.114.99.54:943,0.00%,182 ms
188.114.99.8:3138,0.00%,182 ms
188.114.99.13:3476,0.00%,182 ms
188.114.99.106:1002,0.00%,182 ms
188.114.97.153:2371,0.00%,182 ms
188.114.96.54:1387,0.00%,182 ms
188.114.96.162:8854,0.00%,182 ms
188.114.96.175:4177,0.00%,182 ms
188.114.96.111:3476,0.00%,182 ms
188.114.99.83:903,0.00%,182 ms
188.114.98.244:3138,0.00%,182 ms
188.114.98.43:1387,0.00%,182 ms
188.114.99.26:946,0.00%,182 ms
188.114.98.188:2506,0.00%,182 ms
188.114.96.8:2506,0.00%,182 ms
188.114.96.123:5956,0.00%,182 ms
188.114.97.8:2371,0.00%,182 ms
188.114.97.48:3854,0.00%,182 ms
188.114.99.244:4233,0.00%,182 ms
188.114.99.89:1843,0.00%,182 ms
188.114.99.170:500,0.00%,182 ms
188.114.98.237:8319,0.00%,182 ms
188.114.96.181:4177,0.00%,182 ms
188.114.99.253:4233,0.00%,182 ms
188.114.96.147:8742,0.00%,182 ms
188.114.99.31:946,0.00%,182 ms
188.114.97.165:2371,0.00%,182 ms
188.114.98.131:7103,0.00%,182 ms
188.114.99.165:987,0.00%,182 ms
188.114.96.25:934,0.00%,182 ms
188.114.98.60:3581,0.00%,182 ms
188.114.97.208:955,0.00%,182 ms
188.114.96.59:3138,0.00%,182 ms
